attack,config,n,threshold,stamp_fn,stamp_fnr,stamp_ci95_lower,stamp_ci95_upper,stamp_ci95_minus,stamp_ci95_plus,stampv2_fn,stampv2_fnr,stampv2_ci95_lower,stampv2_ci95_upper,stampv2_ci95_minus,stampv2_ci95_plus,audioseal_fn,audioseal_fnr,audioseal_ci95_lower,audioseal_ci95_upper,audioseal_ci95_minus,audioseal_ci95_plus,wavmark_fn,wavmark_fnr,wavmark_ci95_lower,wavmark_ci95_upper,wavmark_ci95_minus,wavmark_ci95_plus
lowpass,0.2,250,14,17,0.068,0.04288555795457601,0.1061900860690986,0.02511444204542399,0.0381900860690986,71,0.284,0.2316985698670338,0.34283925214480343,0.052301430132966176,0.058839252144803456,125,0.5,0.4384901486556353,0.5615098513443647,0.06150985134436471,0.06150985134436471,133,0.532,0.47013005664920066,0.5929013771268234,0.06186994335079937,0.06090137712682342
lowpass,0.3,250,14,17,0.068,0.04288555795457601,0.1061900860690986,0.02511444204542399,0.0381900860690986,71,0.284,0.2316985698670338,0.34283925214480343,0.052301430132966176,0.058839252144803456,134,0.536,0.47410255177893273,0.5968078112190945,0.0618974482210673,0.06080781121909451,133,0.532,0.47013005664920066,0.5929013771268234,0.06186994335079937,0.06090137712682342
lowpass,0.4,250,14,17,0.068,0.04288555795457601,0.1061900860690986,0.02511444204542399,0.0381900860690986,71,0.284,0.2316985698670338,0.34283925214480343,0.052301430132966176,0.058839252144803456,130,0.52,0.45823595399411676,0.5811586921158984,0.061764046005883255,0.061158692115898416,133,0.532,0.47013005664920066,0.5929013771268234,0.06186994335079937,0.06090137712682342
lowpass,0.5,250,14,17,0.068,0.04288555795457601,0.1061900860690986,0.02511444204542399,0.0381900860690986,71,0.284,0.2316985698670338,0.34283925214480343,0.052301430132966176,0.058839252144803456,131,0.524,0.46219676292977036,0.5850768124022478,0.061803237070229666,0.061076812402247826,133,0.532,0.47013005664920066,0.5929013771268234,0.06186994335079937,0.06090137712682342
mp3,08,250,14,196,0.784,0.7288955001859427,0.8305084745762712,0.055104499814057295,0.046508474576271164,81,0.324,0.26902875602743026,0.38429835820443714,0.05497124397256975,0.06029835820443713,127,0.508,0.4463768324746957,0.5693810259693104,0.061623167525304334,0.06138102596931039,248,0.992,0.9713048854232084,0.9978034088831621,0.02069511457679163,0.005803408883162109
mp3,16,250,14,63,0.252,0.20221109724776432,0.30929529098804887,0.049788902752235686,0.057295290988048864,93,0.372,0.3144454410853008,0.43342882381060277,0.05755455891469918,0.06142882381060277,127,0.508,0.4463768324746957,0.5693810259693104,0.061623167525304334,0.06138102596931039,133,0.532,0.47013005664920066,0.5929013771268234,0.06186994335079937,0.06090137712682342
mp3,24,250,14,42,0.168,0.12675788778063776,0.21929098679311218,0.04124211221936225,0.05129098679311217,98,0.392,0.33355440837517,0.4537145026307487,0.05844559162483004,0.06171450263074868,121,0.484,0.42276331446858867,0.5457209686433993,0.06123668553141132,0.061720968643399265,133,0.532,0.47013005664920066,0.5929013771268234,0.06186994335079937,0.06090137712682342
mp3,32,250,14,43,0.172,0.13027404955334546,0.22365375424240744,0.04172595044665453,0.05165375424240745,104,0.416,0.3566223071073427,0.477920179230594,0.05937769289265726,0.06192017923059401,136,0.544,0.48205927010382327,0.6046089513382098,0.06194072989617677,0.06060895133820976,133,0.532,0.47013005664920066,0.5929013771268234,0.06186994335079937,0.06090137712682342
mp3,40,250,14,25,0.1,0.06865445354100544,0.1434526242586933,0.031345546458994566,0.043452624258693284,91,0.364,0.30683166884990987,0.4252847376019877,0.057168331150090124,0.061284737601987715,130,0.52,0.45823595399411676,0.5811586921158984,0.061764046005883255,0.061158692115898416,133,0.532,0.47013005664920066,0.5929013771268234,0.06186994335079937,0.06090137712682342
opus,016kbps,250,14,109,0.436,0.37595699605403504,0.49798013639391675,0.06004300394596496,0.06198013639391675,144,0.576,0.5140438113999315,0.6356558438181257,0.06195618860006846,0.05965584381812572,128,0.512,0.45032599170719884,0.5733107959588102,0.061674008292801175,0.06131079595881017,142,0.568,0.5060238561876421,0.6279179405864089,0.06197614381235783,0.05991794058640898
